0,India,11,pos,0.8,2017-01-12 09:46:37.519552
1,Tata,10,pos,1.0,2017-01-12 09:46:37.519552
2,Mistry,5,pos,1.0,2017-01-12 09:46:37.519552
3,Nifty,5,neg,1.0,2017-01-12 09:46:37.519552
4,Global,4,neg,1.0,2017-01-12 09:46:37.519552
5,IPO,4,neg,0.8,2017-01-12 09:46:37.519552
6,Lower,4,neg,0.8,2017-01-12 09:46:37.519552
7,Pharma,4,neg,0.8,2017-01-12 09:46:37.519552
8,Viral,4,neg,1.0,2017-01-12 09:46:37.519552
9,Files,3,neg,0.8,2017-01-12 09:46:37.519552
